Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
15/5/2015,976,982,950.25,953.25,548266
22/5/2015,953.25,964.5,922.75,924.25,510397
29/5/2015,923.75,937.5,920.5,934,434251
5/6/2015,931,952,921.5,937.75,606039
12/6/2015,938.25,957.75,933.25,940,637767
19/6/2015,940,981.75,930.25,971.5,621803
26/6/2015,972.5,1024.5,971.5,1002,479314
3/7/2015,997.25,1059.25,993.75,1038.25,148178
10/7/2015,1032,1048.25,987.25,1032,176272
17/7/2015,1030.5,1053.25,1007.5,1014.75,125364
24/7/2015,1012,1029,988.75,991.25,193121
31/7/2015,988,1002.25,959.75,980.75,118050
7/8/2015,951.25,977.25,939.5,975.5,79994
14/8/2015,979,1009.5,911,925.25,104453
21/8/2015,920,933.5,898.25,905.25,84239
28/8/2015,899.5,908,874,893.25,75681
4/9/2015,894.25,898,865,866.5,384923
11/9/2015,870,885.75,853.25,874.25,485936
18/9/2015,874.5,894.5,866.5,867.25,535531
25/9/2015,868,890,858,889.25,589444
2/10/2015,888,902.25,868.25,874.25,765238
9/10/2015,874,897,871.5,885.75,755067
16/10/2015,885.5,919.75,885.5,898.25,822325
23/10/2015,897.5,913,889.5,895.5,742437
30/10/2015,895,899.5,873.25,883.75,458194
6/11/2015,887.5,891,858,867.25,476630
13/11/2015,867.5,872,850,855.25,484504
20/11/2015,854.25,867.5,851.25,857.5,481464
27/11/2015,855,877.75,844.25,873,398273
4/12/2015,873,907,870.25,906,583749
11/12/2015,906,909.75,869.75,870.75,685266
18/12/2015,870.75,893.5,854,892.25,653994
25/12/2015,892,896.25,875,875.25,247318
1/1/2016,873,879.25,864,871.25,158659
8/1/2016,863,871,852,865.25,535521
15/1/2016,865.5,884.5,857.25,879,643689
22/1/2016,881,888,870.5,876.5,507583
29/1/2016,876.5,886.5,867,882.25,620535
5/2/2016,883,889.5,867.25,867.5,692742
12/2/2016,867.5,875.5,859.5,872.75,600115
19/2/2016,875.5,885.25,873.25,878.25,594046
26/2/2016,881.75,887.5,854.5,855,487683
4/3/2016,854,879.25,852,878.5,515348
11/3/2016,881.25,896.75,875.25,895.75,604250
18/3/2016,892.5,904.75,886,897.5,524082
25/3/2016,895,914,892.25,910.5,529126
1/4/2016,911,920,896,918.25,687730
8/4/2016,918.5,922.25,901,916.75,639462
15/4/2016,916.25,959.5,915.5,956,999075
22/4/2016,955,1034.75,949.75,987,832527
29/4/2016,985,1036.75,977.25,1021,278873
6/5/2016,1029.75,1057,1008.5,1034.75,885286
13/5/2016,1036.5,1091.5,1019,1065,906232
20/5/2016,1063,1088,1051,1074.25,745411
27/5/2016,1074.25,1098,1043.5,1086.5,712479
3/6/2016,1086,1169,1068,1132,695831
10/6/2016,1143.25,1208.5,1129,1178.25,836478
17/6/2016,1191.75,1198.75,1128.5,1159.5,574159
24/6/2016,1153.5,1156.75,1099.25,1103,422917
1/7/2016,1104.25,1182,1103,1164.25,187116
8/7/2016,1149.75,1149.75,1045.5,1083.25,175492
15/7/2016,1094.75,1141,1057,1072.5,174481
22/7/2016,1062,1082.25,985,1006.5,207881
29/7/2016,998.25,1034.25,980.5,1032.5,173100
5/8/2016,1009.5,1017.5,961.5,988,66696
12/8/2016,992,1015,981,999,66294
19/8/2016,998.5,1037,997,1027,67578
26/8/2016,1025.5,1041.25,982.5,990.75,77115
2/9/2016,991.75,998.25,937,952.5,182524
9/9/2016,952.5,983.75,946.5,980.25,326795
16/9/2016,978,990,940.5,966,528777
23/9/2016,970.5,994,952.5,955,546833
30/9/2016,951.5,960.25,934,954,639959
7/10/2016,952.5,975,946.5,956.75,691399
14/10/2016,955.75,974.25,937.25,962.5,878475
21/10/2016,961.75,989.75,961,983,746578
28/10/2016,982.75,1020,980,1001.25,680668
4/11/2016,1002,1016,983,990.75,395021
11/11/2016,991,1020.75,977,986,761651
18/11/2016,988.25,997.75,975.25,993.75,446224
25/11/2016,995.5,1046.75,995.5,1046,495258
2/12/2016,1043.25,1065,1022.25,1027.5,634647
9/12/2016,1030.5,1061.75,1021.5,1037.5,696678
16/12/2016,1041.75,1047.5,1018.5,1036.75,649530
23/12/2016,1034,1039,987.75,989,516869
30/12/2016,989.75,1018.75,989.25,996.5,196967
6/1/2017,1004,1016,992.75,994.75,349292
13/1/2017,994.75,1052.75,993.5,1046.25,581514
20/1/2017,1054,1080,1052,1067.5,566382
27/1/2017,1067.5,1069.75,1043.25,1049.25,431072
3/2/2017,1044,1044.25,1017,1027,524998
10/2/2017,1027,1063.5,1026.25,1059,693144
17/2/2017,1059.25,1062.75,1031,1032.5,692913
24/2/2017,1033.25,1044.5,1009.25,1013.5,480527
3/3/2017,1015.5,1052.25,1006,1037.5,358102
10/3/2017,1040,1048.5,1003,1006.5,534007
17/3/2017,1006.25,1010.25,992,1000,408949
24/3/2017,1003.75,1008.75,972.25,975.75,479039
31/3/2017,976,978.5,944.25,946,539337
7/4/2017,946.25,949.25,936.5,942,544935
14/4/2017,944.25,959.5,929.75,955.5,471244
21/4/2017,958.75,962,939.75,951,614191
28/4/2017,951.5,962.25,941.5,945.25,364960
5/5/2017,959.75,983,958.5,973,545170
12/5/2017,969.75,989,960.5,963,496806
19/5/2017,962.5,980.5,942.75,953,606425
26/5/2017,953,961,925.25,926.5,466599
2/6/2017,926,928.5,909.5,921.25,429888
9/6/2017,924.5,944.75,917.75,941.5,639517
16/6/2017,942,943.25,925.5,939,526328
23/6/2017,936.5,947.5,900.25,904.5,608463
30/6/2017,904,945.5,903.75,942.25,358540
7/7/2017,955,1003.5,955,1001,230580
14/7/2017,1010,1032.5,972.25,989,250165
21/7/2017,989,1017.25,981.75,1009,184745
28/7/2017,1000.25,1022.75,973.25,1000.75,233164
4/8/2017,991.5,996.5,949,952.25,124172
11/8/2017,957.75,981,930.25,938.25,127928
18/8/2017,931.25,939,917.25,937.5,103586
25/8/2017,935.25,943.25,927.75,939,97018
1/9/2017,936,952,921.75,949.5,155167
8/9/2017,953.75,977.5,952.25,962,476930
15/9/2017,964,978.25,937.5,968.75,645544
22/9/2017,966.25,987,958.5,984.25,588066
29/9/2017,983.5,985.75,955.25,968.25,668778
6/10/2017,967.5,973.75,952.5,972.25,573652
13/10/2017,974.5,1003.25,959,1000.25,944643
20/10/2017,998,999,978,978.75,732275
27/10/2017,977,983.25,969.75,975.25,797331
3/11/2017,975.25,1000.5,971,986.75,506999
10/11/2017,987.25,1008.25,983.5,987,606040
17/11/2017,987,992,967,990.5,537157
24/11/2017,990,999.75,983,993.25,348059
1/12/2017,993.75,1001.5,985,994.25,572923
8/12/2017,998.25,1015,986,989.75,809495
15/12/2017,989,989,964,967.25,652609
22/12/2017,970.5,970.5,946.5,949.5,532322
29/12/2017,952.25,964.75,943.25,951.75,216008
5/1/2018,967.5,977,958.75,970.75,332530
12/1/2018,969.75,971.5,944.5,960.5,485393
19/1/2018,965,982.75,961.25,977.25,369842
26/1/2018,980.5,1002,979.5,985.5,635875
2/2/2018,992.25,1004.75,977,978.75,737840
9/2/2018,976.25,996,967.75,983,869718
16/2/2018,995.5,1028.25,989,1021.5,851848
23/2/2018,1031.5,1039.5,1019.25,1036.25,582570
2/3/2018,1039.5,1082.5,1031.75,1071,560175
9/3/2018,1074.25,1079.25,1036.5,1039.25,640997
16/3/2018,1036,1054,1027,1049.5,605949
23/3/2018,1045.25,1045.5,1009.25,1028.25,576026
30/3/2018,1026.25,1050.75,1012.5,1044.75,480922
6/4/2018,1045.25,1060.5,983.5,1033.75,980360
13/4/2018,1038.25,1067.25,1037.5,1054.25,770567
20/4/2018,1054.25,1058.75,1027.75,1028.75,447199
27/4/2018,1027.5,1046.75,1016.25,1045,376350
4/5/2018,1046.25,1056.5,1034,1036.75,423089
11/5/2018,1034.75,1040,1002,1003.25,586999
18/5/2018,1001.75,1026,992.5,998.5,561640
25/5/2018,1017.5,1050.75,1011.5,1041.5,546431
1/6/2018,1045.25,1049.5,1013.5,1021.25,466472
8/6/2018,1013.25,1014.5,962.5,969.25,624772
15/6/2018,966.75,972.25,903,905.5,750324
22/6/2018,905.5,914,841.5,894.5,690795
29/6/2018,896.5,899,857.5,858.5,320393
6/7/2018,864.25,880.75,837,877.5,109790
13/7/2018,877,879.75,811.75,818.75,124321
20/7/2018,818.5,853.25,810.5,849.75,137797
27/7/2018,853.25,881,842.5,870.5,200912
3/8/2018,878.5,906,871.25,891.5,136387
10/8/2018,890.5,903.5,849.5,850.75,75451
17/8/2018,848.5,888.25,839.75,881.5,87863
24/8/2018,889.75,896,840.75,842,99110
31/8/2018,838.25,840,816,833,103586
7/9/2018,845.5,851.5,834.75,844,324678
14/9/2018,841.75,851.25,821.25,830.5,532347
21/9/2018,827.5,855,812.25,847.25,499608
28/9/2018,844,859.25,837.25,845.5,544347
5/10/2018,845.5,870.25,843,869,638015
12/10/2018,870,874.75,847,867.5,646671
19/10/2018,867,892,856.25,856.75,604614
26/10/2018,855.75,863,840,845,670095
2/11/2018,845,900.75,831.75,887.75,608692
9/11/2018,889,893,864,886.75,435200
16/11/2018,885.5,897.5,877.25,892.25,373412
23/11/2018,892,892.25,870.5,881,267840
30/11/2018,881,896.5,857,894.75,529590
7/12/2018,919.75,923.75,897,916.75,599092
14/12/2018,912,928,900,900.5,559631
21/12/2018,900.75,912.25,883.25,884.75,472560
28/12/2018,883.25,888.75,867,882.75,200979
4/1/2019,885.5,922.5,879.25,921.5,248889
11/1/2019,921,927.75,905.75,910.25,486516
18/1/2019,910,920.25,891.25,916.75,486826
25/1/2019,916.5,926.25,899.5,925.25,388477
1/2/2019,923.5,931.25,913.25,917.75,491031
8/2/2019,917,923.75,908,914.5,514060
15/2/2019,914.75,920,901.25,907.5,563485
22/2/2019,907.25,916.75,893.25,910.25,548077
1/3/2019,918,921,897,911.5,413234
8/3/2019,914.75,924.75,892.25,895.75,495175
15/3/2019,898,911,887.75,909.25,428031
22/3/2019,910,912,899.25,903.75,391611
29/3/2019,904.5,908.25,883,884.25,402254
5/4/2019,884,907.25,883.75,899,473486
12/4/2019,899,904,893.5,895.25,500423
19/4/2019,895,902,876.5,880.5,403387
26/4/2019,881.5,883.25,852.5,853.75,603618
3/5/2019,854.75,859.5,838.5,842.25,413723
10/5/2019,828,836.25,806.25,809.25,629438
17/5/2019,805,848.25,791,821.75,697275
24/5/2019,828.25,846.5,817,829.75,646123
31/5/2019,840,892.75,837.5,877.75,624488
7/6/2019,875.75,894.5,855,856.25,649571
14/6/2019,853.75,898.25,848.25,896.75,669855
21/6/2019,901,921.5,896.5,902.75,754039
28/6/2019,902,917.75,883.5,899.75,450784
5/7/2019,915.5,915.75,874.5,876,116275
12/7/2019,883,913.75,871.75,913.25,134445
19/7/2019,915.25,918,875.5,901.5,212061
26/7/2019,901.5,904.25,881,883.25,213434
2/8/2019,882.5,890.75,847.25,855.75,198767
9/8/2019,857,882,841.5,879,120160
16/8/2019,879,883.75,857.75,867.25,104380
23/8/2019,862.25,869.5,842,843.25,94010
30/8/2019,842,864.75,839.5,857,181366
6/9/2019,866.25,879.5,856,857.75,426886
13/9/2019,857.75,903.5,851,898.75,589825
20/9/2019,903.25,904.75,880.75,882.75,428477
27/9/2019,882.75,899.25,881.5,883,466506
4/10/2019,884.75,921.25,883.75,916.25,657516
11/10/2019,916.5,939.25,910.5,936,797206
18/10/2019,940.5,945.5,927.25,934,603830
25/10/2019,930.75,945.25,919.5,920.25,801882
1/11/2019,921.5,938.75,910.5,936.75,506307
8/11/2019,935.5,942.25,926.5,931,519215
15/11/2019,928.25,929,911,918.25,466144
22/11/2019,919,921.75,895.5,897,473837
29/11/2019,898,902.5,875.75,876.75,337402
6/12/2019,877.75,894,867.5,889.5,606882
13/12/2019,891.75,917,888.25,907.5,731487
20/12/2019,912.5,931,912.5,928.25,514990
27/12/2019,929,941.5,927.5,929.5,260586
3/1/2020,929,961,927.25,941.5,257565
10/1/2020,940,954.5,935.5,946,460433
17/1/2020,948,949.5,920,929.75,468185
24/1/2020,930,931.5,900.75,902,388000
31/1/2020,899.25,903,872.25,872.5,483354
7/2/2020,870.75,888,868.75,882,552143
14/2/2020,883,899.75,878,893.75,766795
21/2/2020,894.75,902,885,890.5,514547
28/2/2020,888,888.5,866.75,883.5,314113
6/3/2020,892.25,912.5,888.5,891.25,564139
13/3/2020,883.5,885,845.25,848.75,685916
20/3/2020,842,864.75,821,862.5,687724
27/3/2020,860,897,858.25,881.5,519098
3/4/2020,880,892.5,850.5,854.25,440905
10/4/2020,853.5,867,848.5,863.5,339489
17/4/2020,864,870,831.75,832.5,424583
24/4/2020,833.5,848.75,808.25,832.25,354106
1/5/2020,831.25,855.75,822.5,849.5,234020
8/5/2020,848.25,856.5,831.5,850.5,433491
15/5/2020,854,861.25,835,838.5,424929
22/5/2020,840.5,849.5,828.5,833.25,392080
29/5/2020,832.5,852.25,832.25,840.75,385978
5/6/2020,843.5,873.5,834,867.75,642168
12/6/2020,869.25,873,856.5,871.25,624065
19/6/2020,870.5,880.5,860,876.5,517492
26/6/2020,875.25,879.75,861.75,865,473682
3/7/2020,864,895.75,860,891.25,142128
10/7/2020,896,904.25,883.75,887.25,182304
17/7/2020,882.25,898.75,870.5,898,156573
24/7/2020,898.5,910,892,904.75,142536
31/7/2020,904,909.25,884.25,897.5,146101
7/8/2020,890.25,896.25,864.5,865.75,100761
14/8/2020,866,899,863.25,897,109620
21/8/2020,899.5,917.75,899,900.75,119453
28/8/2020,901,952.5,896.75,950.5,83175
4/9/2020,960.25,969.5,942.75,968,553204
11/9/2020,970,998,961.75,996,586717
18/9/2020,996,1046.75,985,1043.5,897793
25/9/2020,1041,1045.25,995.25,1002.5,794336
2/10/2020,1002,1035,985.75,1020.75,736435
9/10/2020,1019.75,1079.75,1016,1065.5,1064783
16/10/2020,1065.25,1073.5,1031.5,1050,892886
23/10/2020,1051.25,1088.5,1047.75,1083.75,689224
30/10/2020,1083.75,1094,1047,1056.5,399108
6/11/2020,1054.5,1112.75,1045,1101.5,627914
13/11/2020,1101,1162.25,1099.75,1148,761376
20/11/2020,1150.25,1196.75,1144,1181,688379
27/11/2020,1195.5,1200,1174,1191.75,373702
4/12/2020,1198,1199,1142.5,1163,563316
11/12/2020,1160,1178,1142.75,1160.5,795507
18/12/2020,1164.75,1224.75,1161.25,1220,589545
25/12/2020,1225.25,1274.25,1213.5,1263.5,366392
1/1/2021,1273,1321.5,1245,1315.25,128298
8/1/2021,1319.25,1386,1301,1374.75,857268
15/1/2021,1379.25,1436.5,1354,1416.75,659639
22/1/2021,1419,1421.25,1305.25,1311.75,634603
29/1/2021,1308.75,1394.75,1298,1370,731370
5/2/2021,1375,1383,1341.5,1366.75,559098
12/2/2021,1368.75,1409.5,1337.25,1372,711253
19/2/2021,1385.75,1394,1366.5,1377.25,447201
26/2/2021,1384.75,1443,1371,1405.25,329274
5/3/2021,1415,1438,1380.75,1430,534457
12/3/2021,1441.5,1460,1392.25,1413.25,539454
19/3/2021,1409.25,1425.25,1390,1416.25,403103
26/3/2021,1418.75,1435,1399,1400.5,468647
2/4/2021,1400.5,1456.25,1364.25,1402,493834
9/4/2021,1410,1431,1400.75,1403,441942
16/4/2021,1403.25,1437.75,1378,1433.25,541355
23/4/2021,1439.75,1549.75,1434.75,1539.75,486036
30/4/2021,1548.75,1608.75,1524.25,1571,255580
7/5/2021,1549.25,1599.5,1515.75,1589.75,509060
14/5/2021,1576.5,1667.5,1573.25,1586.25,633955
21/5/2021,1584.75,1604.75,1512.25,1526.25,472634
28/5/2021,1520.75,1555.75,1489.25,1530.5,439932
4/6/2021,1542,1589,1537.25,1583.75,363246
11/6/2021,1599.75,1623.5,1496.5,1508.5,704217
18/6/2021,1504.25,1504.25,1323.5,1396,506890
25/6/2021,1374,1427.25,1325.75,1329.75,352418
2/7/2021,1329.75,1459.75,1326,1433.25,126576
9/7/2021,1408.25,1408.25,1334,1379.25,108757
16/7/2021,1378.5,1473.75,1378.5,1454.75,157557
23/7/2021,1475,1480,1391.25,1401,133778
30/7/2021,1405,1449.75,1380,1414.75,90473
6/8/2021,1355,1362,1312.75,1344.25,78239
13/8/2021,1345.75,1374.5,1329.5,1373,87761
20/8/2021,1373.25,1386.5,1281.5,1293.75,71534
27/8/2021,1293,1373.75,1290.5,1359.25,104239
3/9/2021,1357.25,1359.25,1270,1292,287976
10/9/2021,1291.75,1305.75,1262.75,1286.5,386839
17/9/2021,1290,1308,1276,1284,379755
24/9/2021,1285,1290.25,1257.5,1285,384242
1/10/2021,1284,1297,1242,1246.5,596272
8/10/2021,1242.75,1262.5,1231,1243,578993
15/10/2021,1240.5,1251.25,1184.5,1217.75,721557
22/10/2021,1218,1249.5,1210,1220.5,655016
29/10/2021,1218.75,1257.5,1216,1235.75,438477
5/11/2021,1249,1261,1203.5,1205.5,451801
12/11/2021,1203.75,1249.75,1181.25,1244.25,529408
19/11/2021,1242.25,1289.25,1238,1263.25,503845
26/11/2021,1264.25,1281,1240.25,1252.75,297608
3/12/2021,1260.75,1270,1214.25,1267.25,509607
10/12/2021,1271.75,1276.5,1238.25,1267.75,584396
17/12/2021,1271,1297.5,1237.5,1285.25,548923
24/12/2021,1289.5,1334,1278.5,1332,294441
31/12/2021,1337.5,1375.75,1323.25,1328.75,164769
7/1/2022,1349,1415,1342,1410.25,538470
14/1/2022,1404.5,1409.75,1363.75,1369.75,532729
21/1/2022,1360,1429.5,1349.75,1414.25,486027
28/1/2022,1419.5,1479,1382.5,1470,675242
4/2/2022,1474,1564,1473.5,1553.5,695436
11/2/2022,1571,1633,1559,1583,984907
18/2/2022,1587,1608.5,1542.25,1601.5,594604
25/2/2022,1609,1765,1585.5,1590.25,311912
4/3/2022,1642.5,1699,1621,1660.5,421667
11/3/2022,1686.75,1734,1649.75,1676,504605
